Feature1,Feature2,Feature3,Feature4,Feature5,Count_Total,Num_Objects,Avg_Object,Min_Object,Max_Object
33,35,63,68,,1,1,1.0,1,1
33,35,63,69,,1,1,1.0,1,1
33,35,63,71,,1,1,1.0,1,1
33,35,64,66,,1,1,1.0,1,1
33,35,65,68,,1,1,1.0,1,1
33,35,65,71,,1,1,1.0,1,1
33,35,66,69,,1,1,1.0,1,1
33,35,68,71,,1,1,1.0,1,1
33,48,57,67,,1,1,1.0,1,1
33,48,58,59,,1,1,1.0,1,1
33,48,58,61,,1,1,1.0,1,1
33,48,59,60,,1,1,1.0,1,1
33,48,59,62,,1,1,1.0,1,1
33,48,59,65,,1,1,1.0,1,1
33,48,59,67,,1,1,1.0,1,1
33,48,60,61,,1,1,1.0,1,1
33,48,61,62,,1,1,1.0,1,1
33,57,58,59,,1,1,1.0,1,1
33,57,59,65,,1,1,1.0,1,1
33,57,61,66,,1,1,1.0,1,1
33,57,61,68,,1,1,1.0,1,1
33,57,61,71,,1,1,1.0,1,1
33,57,63,70,,1,1,1.0,1,1
33,57,69,70,,1,1,1.0,1,1
33,57,70,71,,1,1,1.0,1,1
33,58,61,71,,1,1,1.0,1,1
33,58,61,72,,1,1,1.0,1,1
33,58,63,68,,1,1,1.0,1,1
33,58,63,69,,1,1,1.0,1,1
33,58,66,70,,1,1,1.0,1,1
33,58,66,71,,1,1,1.0,1,1
33,58,68,70,,1,1,1.0,1,1
33,58,69,70,,1,1,1.0,1,1
33,59,60,63,,1,1,1.0,1,1
33,59,60,67,,1,1,1.0,1,1
33,59,60,70,,1,1,1.0,1,1
33,59,62,70,,1,1,1.0,1,1
33,59,64,65,,1,1,1.0,1,1
33,59,64,67,,1,1,1.0,1,1
33,59,64,70,,1,1,1.0,1,1
33,59,65,67,,1,1,1.0,1,1
33,59,65,70,,1,1,1.0,1,1
33,60,61,65,,1,1,1.0,1,1
33,60,61,71,,1,1,1.0,1,1
33,60,63,68,,1,1,1.0,1,1
33,60,63,69,,1,1,1.0,1,1
33,60,66,69,,1,1,1.0,1,1
33,60,68,70,,1,1,1.0,1,1
33,60,69,71,,1,1,1.0,1,1
33,61,62,66,,1,1,1.0,1,1
33,61,62,69,,1,1,1.0,1,1
33,61,62,72,,1,1,1.0,1,1
33,61,63,65,,1,1,1.0,1,1
33,61,63,71,,1,1,1.0,1,1
33,61,64,65,,1,1,1.0,1,1
33,61,64,66,,1,1,1.0,1,1
33,61,64,69,,1,1,1.0,1,1
33,61,64,71,,1,1,1.0,1,1
33,61,64,72,,1,1,1.0,1,1
33,61,65,71,,1,1,1.0,1,1
33,61,66,67,,1,1,1.0,1,1
33,61,66,69,,1,1,1.0,1,1
33,61,67,69,,1,1,1.0,1,1
33,62,63,66,,1,1,1.0,1,1
33,62,66,70,,1,1,1.0,1,1
33,62,68,70,,1,1,1.0,1,1
33,62,69,70,,1,1,1.0,1,1
33,63,64,68,,1,1,1.0,1,1
33,63,64,69,,1,1,1.0,1,1
33,63,64,71,,1,1,1.0,1,1
33,63,64,72,,1,1,1.0,1,1
33,63,65,66,,1,1,1.0,1,1
33,63,65,71,,1,1,1.0,1,1
33,63,67,68,,1,1,1.0,1,1
33,63,67,69,,1,1,1.0,1,1
33,63,67,72,,1,1,1.0,1,1
33,63,68,69,,1,1,1.0,1,1
33,63,70,71,,1,1,1.0,1,1
33,64,68,70,,1,1,1.0,1,1
33,64,69,70,,1,1,1.0,1,1
33,65,67,70,,1,1,1.0,1,1
33,65,68,70,,1,1,1.0,1,1
33,65,69,70,,1,1,1.0,1,1
33,65,69,71,,1,1,1.0,1,1
33,65,70,71,,1,1,1.0,1,1
33,66,67,70,,1,1,1.0,1,1
33,66,69,71,,1,1,1.0,1,1
33,66,69,72,,1,1,1.0,1,1
33,66,70,72,,1,1,1.0,1,1
33,66,71,72,,1,1,1.0,1,1
33,67,68,69,,1,1,1.0,1,1
33,67,70,71,,1,1,1.0,1,1
33,69,71,72,,1,1,1.0,1,1
34,35,48,57,,1,1,1.0,1,1
34,35,57,65,,1,1,1.0,1,1
34,35,57,68,,1,1,1.0,1,1
34,35,57,71,,1,1,1.0,1,1
34,35,58,59,,1,1,1.0,1,1
34,35,58,63,,1,1,1.0,1,1
34,35,59,60,,1,1,1.0,1,1
34,35,59,62,,1,1,1.0,1,1
34,35,59,63,,1,1,1.0,1,1
34,35,60,63,,1,1,1.0,1,1
34,35,60,65,,1,1,1.0,1,1
34,35,60,71,,1,1,1.0,1,1
34,35,61,64,,1,1,1.0,1,1
34,35,62,63,,1,1,1.0,1,1
34,35,62,65,,1,1,1.0,1,1
34,35,62,71,,1,1,1.0,1,1
34,35,64,65,,1,1,1.0,1,1
34,35,64,68,,1,1,1.0,1,1
34,35,64,71,,1,1,1.0,1,1
34,35,65,68,,1,1,1.0,1,1
34,35,65,71,,1,1,1.0,1,1
34,35,68,71,,1,1,1.0,1,1
34,48,57,58,,1,1,1.0,1,1
34,48,57,60,,1,1,1.0,1,1
34,48,57,62,,1,1,1.0,1,1
34,48,58,59,,1,1,1.0,1,1
34,48,59,60,,1,1,1.0,1,1
34,48,59,62,,1,1,1.0,1,1
34,48,59,65,,1,1,1.0,1,1
34,48,59,67,,1,1,1.0,1,1
34,57,58,59,,1,1,1.0,1,1
34,57,58,66,,1,1,1.0,1,1
34,57,59,65,,1,1,1.0,1,1
34,57,60,69,,1,1,1.0,1,1
34,57,61,66,,1,1,1.0,1,1
34,57,61,67,,1,1,1.0,1,1
34,57,61,71,,1,1,1.0,1,1
34,57,63,70,,1,1,1.0,1,1
34,57,67,68,,1,1,1.0,1,1
34,57,68,70,,1,1,1.0,1,1
34,57,68,71,,1,1,1.0,1,1
34,57,69,70,,1,1,1.0,1,1
34,57,70,71,,1,1,1.0,1,1
34,58,59,64,,1,1,1.0,1,1
34,58,61,71,,1,1,1.0,1,1
34,58,61,72,,1,1,1.0,1,1
34,58,63,70,,1,1,1.0,1,1
34,58,66,70,,1,1,1.0,1,1
34,58,66,71,,1,1,1.0,1,1
34,58,69,70,,1,1,1.0,1,1
34,59,60,63,,1,1,1.0,1,1
34,59,60,65,,1,1,1.0,1,1
34,59,60,67,,1,1,1.0,1,1
34,59,62,64,,1,1,1.0,1,1
34,59,62,65,,1,1,1.0,1,1
34,59,64,67,,1,1,1.0,1,1
34,59,65,67,,1,1,1.0,1,1
34,60,61,65,,1,1,1.0,1,1
34,60,61,71,,1,1,1.0,1,1
34,60,63,70,,1,1,1.0,1,1
34,60,63,72,,1,1,1.0,1,1
34,60,69,71,,1,1,1.0,1,1
34,61,62,66,,1,1,1.0,1,1
34,61,62,67,,1,1,1.0,1,1
34,61,62,69,,1,1,1.0,1,1
34,61,62,72,,1,1,1.0,1,1
34,61,63,65,,1,1,1.0,1,1
34,61,63,71,,1,1,1.0,1,1
34,61,64,65,,1,1,1.0,1,1
34,61,64,66,,1,1,1.0,1,1
34,61,64,67,,1,1,1.0,1,1
34,61,64,69,,1,1,1.0,1,1
34,61,64,71,,1,1,1.0,1,1
34,61,64,72,,1,1,1.0,1,1
34,61,65,71,,1,1,1.0,1,1
34,61,66,67,,1,1,1.0,1,1
34,61,66,69,,1,1,1.0,1,1
34,61,67,69,,1,1,1.0,1,1
34,62,63,66,,1,1,1.0,1,1
34,62,66,70,,1,1,1.0,1,1
34,62,69,70,,1,1,1.0,1,1
34,63,64,71,,1,1,1.0,1,1
34,63,64,72,,1,1,1.0,1,1
34,63,65,66,,1,1,1.0,1,1
34,63,65,71,,1,1,1.0,1,1
34,63,67,70,,1,1,1.0,1,1
34,63,67,71,,1,1,1.0,1,1
34,63,70,71,,1,1,1.0,1,1
34,64,69,70,,1,1,1.0,1,1
34,65,67,70,,1,1,1.0,1,1
34,65,68,70,,1,1,1.0,1,1
34,65,69,70,,1,1,1.0,1,1
34,65,69,71,,1,1,1.0,1,1
34,65,70,71,,1,1,1.0,1,1
34,66,67,70,,1,1,1.0,1,1
34,66,69,71,,1,1,1.0,1,1
34,66,69,72,,1,1,1.0,1,1
34,66,70,72,,1,1,1.0,1,1
34,66,71,72,,1,1,1.0,1,1
34,67,70,71,,1,1,1.0,1,1
34,69,71,72,,1,1,1.0,1,1
35,48,57,67,,1,1,1.0,1,1
35,48,58,61,,1,1,1.0,1,1
35,48,60,61,,1,1,1.0,1,1
35,48,61,62,,1,1,1.0,1,1
35,57,61,63,,1,1,1.0,1,1
35,57,61,68,,1,1,1.0,1,1
35,57,62,70,,1,1,1.0,1,1
35,57,63,71,,1,1,1.0,1,1
35,57,64,66,,1,1,1.0,1,1
35,57,65,68,,1,1,1.0,1,1
35,57,65,71,,1,1,1.0,1,1
35,57,66,69,,1,1,1.0,1,1
35,57,67,70,,1,1,1.0,1,1
35,57,68,71,,1,1,1.0,1,1
35,58,59,64,,1,1,1.0,1,1
35,58,63,65,,1,1,1.0,1,1
35,58,63,68,,1,1,1.0,1,1
35,58,63,69,,1,1,1.0,1,1
35,58,64,66,,1,1,1.0,1,1
35,58,64,71,,1,1,1.0,1,1
35,58,66,69,,1,1,1.0,1,1
35,58,67,71,,1,1,1.0,1,1
35,59,60,63,,1,1,1.0,1,1
35,59,60,64,,1,1,1.0,1,1
35,59,62,64,,1,1,1.0,1,1
35,60,63,65,,1,1,1.0,1,1
35,60,63,68,,1,1,1.0,1,1
35,60,63,69,,1,1,1.0,1,1
35,60,63,71,,1,1,1.0,1,1
35,60,63,72,,1,1,1.0,1,1
35,60,64,66,,1,1,1.0,1,1
35,60,64,71,,1,1,1.0,1,1
35,60,65,68,,1,1,1.0,1,1
35,60,65,71,,1,1,1.0,1,1
35,60,66,69,,1,1,1.0,1,1
35,60,68,71,,1,1,1.0,1,1
35,61,62,63,,1,1,1.0,1,1
35,61,62,67,,1,1,1.0,1,1
35,61,64,67,,1,1,1.0,1,1
35,62,63,65,,1,1,1.0,1,1
35,62,64,66,,1,1,1.0,1,1
35,62,65,68,,1,1,1.0,1,1
35,62,65,71,,1,1,1.0,1,1
35,62,66,69,,1,1,1.0,1,1
35,62,67,68,,1,1,1.0,1,1
35,62,67,71,,1,1,1.0,1,1
35,62,68,71,,1,1,1.0,1,1
35,63,64,68,,1,1,1.0,1,1
35,63,64,69,,1,1,1.0,1,1
35,63,67,68,,1,1,1.0,1,1
35,63,67,69,,1,1,1.0,1,1
35,63,67,70,,1,1,1.0,1,1
35,63,67,71,,1,1,1.0,1,1
35,63,67,72,,1,1,1.0,1,1
35,63,68,69,,1,1,1.0,1,1
35,64,65,67,,1,1,1.0,1,1
35,64,65,68,,1,1,1.0,1,1
35,64,65,71,,1,1,1.0,1,1
35,64,66,69,,1,1,1.0,1,1
35,64,67,70,,1,1,1.0,1,1
35,64,68,71,,1,1,1.0,1,1
35,65,68,71,,1,1,1.0,1,1
35,67,68,69,,1,1,1.0,1,1
48,57,58,67,,1,1,1.0,1,1
48,57,60,67,,1,1,1.0,1,1
48,57,62,67,,1,1,1.0,1,1
48,58,59,60,,1,1,1.0,1,1
48,58,59,62,,1,1,1.0,1,1
48,58,59,65,,1,1,1.0,1,1
48,58,59,67,,1,1,1.0,1,1
48,58,60,61,,1,1,1.0,1,1
48,58,61,62,,1,1,1.0,1,1
48,59,60,62,,1,1,1.0,1,1
48,59,60,65,,1,1,1.0,1,1
48,59,60,67,,1,1,1.0,1,1
48,59,62,65,,1,1,1.0,1,1
48,59,62,67,,1,1,1.0,1,1
48,59,65,67,,1,1,1.0,1,1
48,60,61,62,,1,1,1.0,1,1
57,58,59,62,,1,1,1.0,1,1
57,58,59,63,,1,1,1.0,1,1
57,58,59,64,,1,1,1.0,1,1
57,58,59,65,,1,1,1.0,1,1
57,58,59,69,,1,1,1.0,1,1
57,58,59,70,,1,1,1.0,1,1
57,58,61,71,,1,1,1.0,1,1
57,58,63,69,,1,1,1.0,1,1
57,58,63,70,,1,1,1.0,1,1
57,58,65,68,,1,1,1.0,1,1
57,58,66,69,,1,1,1.0,1,1
57,58,68,70,,1,1,1.0,1,1
57,58,69,70,,1,1,1.0,1,1
57,58,70,71,,1,1,1.0,1,1
57,59,60,61,,1,1,1.0,1,1
57,59,60,63,,1,1,1.0,1,1
57,59,60,65,,1,1,1.0,1,1
57,59,60,69,,1,1,1.0,1,1
57,59,60,70,,1,1,1.0,1,1
57,59,61,62,,1,1,1.0,1,1
57,59,61,64,,1,1,1.0,1,1
57,59,61,65,,1,1,1.0,1,1
57,59,62,63,,1,1,1.0,1,1
57,59,62,64,,1,1,1.0,1,1
57,59,62,65,,1,1,1.0,1,1
57,59,62,67,,1,1,1.0,1,1
57,59,62,69,,1,1,1.0,1,1
57,59,63,67,,1,1,1.0,1,1
57,59,63,69,,1,1,1.0,1,1
57,59,64,65,,1,1,1.0,1,1
57,59,64,67,,1,1,1.0,1,1
57,59,64,70,,1,1,1.0,1,1
57,59,67,69,,1,1,1.0,1,1
57,59,67,70,,1,1,1.0,1,1
57,60,61,68,,1,1,1.0,1,1
57,60,61,71,,1,1,1.0,1,1
57,60,63,69,,1,1,1.0,1,1
57,60,63,70,,1,1,1.0,1,1
57,60,65,69,,1,1,1.0,1,1
57,60,65,72,,1,1,1.0,1,1
57,60,66,67,,1,1,1.0,1,1
57,60,66,69,,1,1,1.0,1,1
57,60,68,70,,1,1,1.0,1,1
57,60,70,71,,1,1,1.0,1,1
57,61,62,63,,1,1,1.0,1,1
57,61,62,65,,1,1,1.0,1,1
57,61,62,66,,1,1,1.0,1,1
57,61,62,67,,1,1,1.0,1,1
57,61,62,68,,1,1,1.0,1,1
57,61,62,69,,1,1,1.0,1,1
57,61,63,65,,1,1,1.0,1,1
57,61,63,71,,1,1,1.0,1,1
57,61,64,66,,1,1,1.0,1,1
57,61,64,68,,1,1,1.0,1,1
57,61,64,69,,1,1,1.0,1,1
57,61,64,71,,1,1,1.0,1,1
57,61,65,71,,1,1,1.0,1,1
57,61,66,67,,1,1,1.0,1,1
57,61,66,69,,1,1,1.0,1,1
57,61,67,69,,1,1,1.0,1,1
57,62,63,67,,1,1,1.0,1,1
57,62,63,69,,1,1,1.0,1,1
57,62,65,70,,1,1,1.0,1,1
57,62,65,72,,1,1,1.0,1,1
57,62,68,70,,1,1,1.0,1,1
57,62,69,70,,1,1,1.0,1,1
57,63,64,71,,1,1,1.0,1,1
57,63,64,72,,1,1,1.0,1,1
57,63,65,71,,1,1,1.0,1,1
57,63,67,69,,1,1,1.0,1,1
57,63,67,70,,1,1,1.0,1,1
57,63,67,72,,1,1,1.0,1,1
57,63,70,71,,1,1,1.0,1,1
57,64,65,72,,1,1,1.0,1,1
57,64,66,71,,1,1,1.0,1,1
57,64,68,70,,1,1,1.0,1,1
57,64,69,70,,1,1,1.0,1,1
57,65,67,68,,1,1,1.0,1,1
57,65,67,69,,1,1,1.0,1,1
57,65,68,71,,1,1,1.0,1,1
57,65,69,70,,1,1,1.0,1,1
57,66,67,69,,1,1,1.0,1,1
57,66,67,71,,1,1,1.0,1,1
57,67,70,71,,1,1,1.0,1,1
58,59,60,65,,1,1,1.0,1,1
58,59,60,69,,1,1,1.0,1,1
58,59,60,70,,1,1,1.0,1,1
58,59,62,65,,1,1,1.0,1,1
58,59,62,69,,1,1,1.0,1,1
58,59,63,67,,1,1,1.0,1,1
58,59,63,69,,1,1,1.0,1,1
58,59,64,70,,1,1,1.0,1,1
58,59,65,67,,1,1,1.0,1,1
58,59,67,69,,1,1,1.0,1,1
58,59,67,70,,1,1,1.0,1,1
58,60,61,65,,1,1,1.0,1,1
58,60,61,71,,1,1,1.0,1,1
58,60,63,68,,1,1,1.0,1,1
58,60,66,69,,1,1,1.0,1,1
58,60,69,70,,1,1,1.0,1,1
58,60,69,71,,1,1,1.0,1,1
58,61,62,65,,1,1,1.0,1,1
58,61,62,67,,1,1,1.0,1,1
58,61,62,72,,1,1,1.0,1,1
58,61,63,65,,1,1,1.0,1,1
58,61,63,71,,1,1,1.0,1,1
58,61,64,65,,1,1,1.0,1,1
58,61,64,67,,1,1,1.0,1,1
58,61,64,71,,1,1,1.0,1,1
58,61,64,72,,1,1,1.0,1,1
58,61,65,71,,1,1,1.0,1,1
58,62,63,69,,1,1,1.0,1,1
58,62,66,70,,1,1,1.0,1,1
58,62,66,71,,1,1,1.0,1,1
58,63,64,68,,1,1,1.0,1,1
58,63,64,69,,1,1,1.0,1,1
58,63,64,71,,1,1,1.0,1,1
58,63,64,72,,1,1,1.0,1,1
58,63,65,71,,1,1,1.0,1,1
58,63,67,68,,1,1,1.0,1,1
58,63,67,71,,1,1,1.0,1,1
58,63,67,72,,1,1,1.0,1,1
58,63,68,69,,1,1,1.0,1,1
58,63,70,71,,1,1,1.0,1,1
58,64,66,71,,1,1,1.0,1,1
58,65,67,70,,1,1,1.0,1,1
58,65,68,70,,1,1,1.0,1,1
58,65,68,71,,1,1,1.0,1,1
58,65,69,70,,1,1,1.0,1,1
58,65,69,71,,1,1,1.0,1,1
58,65,70,71,,1,1,1.0,1,1
58,66,67,70,,1,1,1.0,1,1
58,66,67,71,,1,1,1.0,1,1
58,66,69,71,,1,1,1.0,1,1
58,66,69,72,,1,1,1.0,1,1
58,66,70,72,,1,1,1.0,1,1
58,66,71,72,,1,1,1.0,1,1
58,67,68,69,,1,1,1.0,1,1
58,67,70,71,,1,1,1.0,1,1
58,69,71,72,,1,1,1.0,1,1
59,60,61,62,,1,1,1.0,1,1
59,60,61,64,,1,1,1.0,1,1
59,60,61,65,,1,1,1.0,1,1
59,60,62,69,,1,1,1.0,1,1
59,60,62,70,,1,1,1.0,1,1
59,60,63,67,,1,1,1.0,1,1
59,60,63,69,,1,1,1.0,1,1
59,60,64,67,,1,1,1.0,1,1
59,60,65,67,,1,1,1.0,1,1
59,60,65,70,,1,1,1.0,1,1
59,60,67,69,,1,1,1.0,1,1
59,60,67,70,,1,1,1.0,1,1
59,61,62,64,,1,1,1.0,1,1
59,61,62,65,,1,1,1.0,1,1
59,61,64,65,,1,1,1.0,1,1
59,62,63,67,,1,1,1.0,1,1
59,62,63,69,,1,1,1.0,1,1
59,62,64,67,,1,1,1.0,1,1
59,62,64,70,,1,1,1.0,1,1
59,62,65,67,,1,1,1.0,1,1
59,62,65,70,,1,1,1.0,1,1
59,62,67,69,,1,1,1.0,1,1
59,63,67,69,,1,1,1.0,1,1
59,64,65,70,,1,1,1.0,1,1
59,64,67,70,,1,1,1.0,1,1
60,61,62,65,,1,1,1.0,1,1
60,61,63,65,,1,1,1.0,1,1
60,61,63,71,,1,1,1.0,1,1
60,61,64,71,,1,1,1.0,1,1
60,61,65,71,,1,1,1.0,1,1
60,62,63,69,,1,1,1.0,1,1
60,62,63,72,,1,1,1.0,1,1
60,62,66,69,,1,1,1.0,1,1
60,62,69,70,,1,1,1.0,1,1
60,62,69,71,,1,1,1.0,1,1
60,63,64,68,,1,1,1.0,1,1
60,63,64,69,,1,1,1.0,1,1
60,63,64,71,,1,1,1.0,1,1
60,63,65,71,,1,1,1.0,1,1
60,63,67,68,,1,1,1.0,1,1
60,63,67,72,,1,1,1.0,1,1
60,63,68,69,,1,1,1.0,1,1
60,63,70,71,,1,1,1.0,1,1
60,64,66,69,,1,1,1.0,1,1
60,64,66,71,,1,1,1.0,1,1
60,64,69,70,,1,1,1.0,1,1
60,64,69,71,,1,1,1.0,1,1
60,65,67,70,,1,1,1.0,1,1
60,65,68,70,,1,1,1.0,1,1
60,65,69,71,,1,1,1.0,1,1
60,65,70,71,,1,1,1.0,1,1
60,65,70,72,,1,1,1.0,1,1
60,66,67,71,,1,1,1.0,1,1
60,67,68,69,,1,1,1.0,1,1
60,67,69,71,,1,1,1.0,1,1
60,67,70,71,,1,1,1.0,1,1
61,62,63,67,,1,1,1.0,1,1
61,62,64,65,,1,1,1.0,1,1
61,62,64,66,,1,1,1.0,1,1
61,62,64,67,,1,1,1.0,1,1
61,62,64,69,,1,1,1.0,1,1
61,62,64,72,,1,1,1.0,1,1
61,62,66,67,,1,1,1.0,1,1
61,62,66,69,,1,1,1.0,1,1
61,62,67,69,,1,1,1.0,1,1
61,63,64,65,,1,1,1.0,1,1
61,63,64,71,,1,1,1.0,1,1
61,63,65,71,,1,1,1.0,1,1
61,64,65,71,,1,1,1.0,1,1
61,64,66,67,,1,1,1.0,1,1
61,64,66,69,,1,1,1.0,1,1
61,64,67,69,,1,1,1.0,1,1
61,66,67,69,,1,1,1.0,1,1
62,63,65,66,,1,1,1.0,1,1
62,63,67,69,,1,1,1.0,1,1
62,65,67,70,,1,1,1.0,1,1
62,65,68,70,,1,1,1.0,1,1
62,65,69,70,,1,1,1.0,1,1
62,65,69,71,,1,1,1.0,1,1
62,65,70,71,,1,1,1.0,1,1
62,65,70,72,,1,1,1.0,1,1
62,66,67,70,,1,1,1.0,1,1
62,66,69,71,,1,1,1.0,1,1
62,66,69,72,,1,1,1.0,1,1
62,66,70,72,,1,1,1.0,1,1
62,66,71,72,,1,1,1.0,1,1
62,67,70,72,,1,1,1.0,1,1
62,69,71,72,,1,1,1.0,1,1
63,64,65,71,,1,1,1.0,1,1
63,64,67,68,,1,1,1.0,1,1
63,64,67,69,,1,1,1.0,1,1
63,64,68,69,,1,1,1.0,1,1
63,67,68,69,,1,1,1.0,1,1
63,67,70,71,,1,1,1.0,1,1
64,65,67,70,,1,1,1.0,1,1
64,65,68,70,,1,1,1.0,1,1
64,65,69,70,,1,1,1.0,1,1
64,65,69,71,,1,1,1.0,1,1
64,65,70,71,,1,1,1.0,1,1
64,65,70,72,,1,1,1.0,1,1
64,66,69,71,,1,1,1.0,1,1
64,66,69,72,,1,1,1.0,1,1
64,66,71,72,,1,1,1.0,1,1
64,67,68,69,,1,1,1.0,1,1
64,69,71,72,,1,1,1.0,1,1
65,67,68,71,,1,1,1.0,1,1
65,67,69,71,,1,1,1.0,1,1
66,67,69,71,,1,1,1.0,1,1
66,67,69,72,,1,1,1.0,1,1
66,67,70,72,,1,1,1.0,1,1
66,67,71,72,,1,1,1.0,1,1
66,69,71,72,,1,1,1.0,1,1
67,69,71,72,,1,1,1.0,1,1
33,34,35,48,57,1,1,1.0,1,1
33,34,35,57,65,1,1,1.0,1,1
33,34,35,57,68,1,1,1.0,1,1
33,34,35,57,71,1,1,1.0,1,1
33,34,35,58,59,1,1,1.0,1,1
33,34,35,58,63,1,1,1.0,1,1
33,34,35,59,60,1,1,1.0,1,1
33,34,35,59,62,1,1,1.0,1,1
33,34,35,59,63,1,1,1.0,1,1
33,34,35,60,63,1,1,1.0,1,1
33,34,35,60,65,1,1,1.0,1,1
33,34,35,60,71,1,1,1.0,1,1
33,34,35,61,64,1,1,1.0,1,1
33,34,35,62,63,1,1,1.0,1,1
33,34,35,62,65,1,1,1.0,1,1
33,34,35,62,71,1,1,1.0,1,1
33,34,35,64,65,1,1,1.0,1,1
33,34,35,64,68,1,1,1.0,1,1
33,34,35,64,71,1,1,1.0,1,1
33,34,35,65,68,1,1,1.0,1,1
33,34,35,65,71,1,1,1.0,1,1
33,34,35,68,71,1,1,1.0,1,1
33,34,48,57,58,1,1,1.0,1,1
33,34,48,57,60,1,1,1.0,1,1
33,34,48,57,62,1,1,1.0,1,1
33,34,48,58,59,1,1,1.0,1,1
33,34,48,59,60,1,1,1.0,1,1
33,34,48,59,62,1,1,1.0,1,1
33,34,48,59,65,1,1,1.0,1,1
33,34,48,59,67,1,1,1.0,1,1
33,34,57,58,59,1,1,1.0,1,1
33,34,57,58,68,1,1,1.0,1,1
33,34,57,59,65,1,1,1.0,1,1
33,34,57,60,69,1,1,1.0,1,1
33,34,57,61,66,1,1,1.0,1,1
33,34,57,61,67,1,1,1.0,1,1
33,34,57,61,71,1,1,1.0,1,1
33,34,57,63,70,1,1,1.0,1,1
33,34,57,67,68,1,1,1.0,1,1
33,34,57,68,71,1,1,1.0,1,1
33,34,57,69,70,1,1,1.0,1,1
33,34,57,70,71,1,1,1.0,1,1
33,34,58,59,64,1,1,1.0,1,1
33,34,58,61,71,1,1,1.0,1,1
33,34,58,61,72,1,1,1.0,1,1
33,34,58,63,70,1,1,1.0,1,1
33,34,58,66,70,1,1,1.0,1,1
33,34,58,66,71,1,1,1.0,1,1
33,34,58,68,70,1,1,1.0,1,1
33,34,58,69,70,1,1,1.0,1,1
33,34,59,60,63,1,1,1.0,1,1
33,34,59,60,65,1,1,1.0,1,1
33,34,59,60,67,1,1,1.0,1,1
33,34,59,62,64,1,1,1.0,1,1
33,34,59,62,65,1,1,1.0,1,1
33,34,59,64,67,1,1,1.0,1,1
33,34,59,65,67,1,1,1.0,1,1
33,34,60,61,65,1,1,1.0,1,1
33,34,60,61,71,1,1,1.0,1,1
33,34,60,63,70,1,1,1.0,1,1
33,34,60,63,72,1,1,1.0,1,1
33,34,60,68,70,1,1,1.0,1,1
33,34,60,69,71,1,1,1.0,1,1
33,34,61,62,66,1,1,1.0,1,1
33,34,61,62,67,1,1,1.0,1,1
33,34,61,62,69,1,1,1.0,1,1
33,34,61,62,72,1,1,1.0,1,1
33,34,61,63,65,1,1,1.0,1,1
33,34,61,63,71,1,1,1.0,1,1
33,34,61,64,65,1,1,1.0,1,1
33,34,61,64,66,1,1,1.0,1,1
33,34,61,64,67,1,1,1.0,1,1
33,34,61,64,69,1,1,1.0,1,1
33,34,61,64,71,1,1,1.0,1,1
33,34,61,64,72,1,1,1.0,1,1
33,34,61,65,71,1,1,1.0,1,1
33,34,61,66,67,1,1,1.0,1,1
33,34,61,66,69,1,1,1.0,1,1
33,34,61,67,69,1,1,1.0,1,1
33,34,62,63,66,1,1,1.0,1,1
33,34,62,66,70,1,1,1.0,1,1
33,34,62,68,70,1,1,1.0,1,1
33,34,62,69,70,1,1,1.0,1,1
33,34,63,64,71,1,1,1.0,1,1
33,34,63,64,72,1,1,1.0,1,1
33,34,63,65,66,1,1,1.0,1,1
33,34,63,65,71,1,1,1.0,1,1
33,34,63,67,70,1,1,1.0,1,1
33,34,63,67,71,1,1,1.0,1,1
33,34,63,70,71,1,1,1.0,1,1
33,34,64,68,70,1,1,1.0,1,1
33,34,64,69,70,1,1,1.0,1,1
33,34,65,67,70,1,1,1.0,1,1
33,34,65,68,70,1,1,1.0,1,1
33,34,65,69,70,1,1,1.0,1,1
33,34,65,69,71,1,1,1.0,1,1
33,34,65,70,71,1,1,1.0,1,1
33,34,66,67,70,1,1,1.0,1,1
33,34,66,69,71,1,1,1.0,1,1
33,34,66,69,72,1,1,1.0,1,1
33,34,66,70,72,1,1,1.0,1,1
33,34,66,71,72,1,1,1.0,1,1
33,34,67,70,71,1,1,1.0,1,1
33,34,69,71,72,1,1,1.0,1,1
33,35,48,57,67,1,1,1.0,1,1
33,35,48,58,61,1,1,1.0,1,1
33,35,48,60,61,1,1,1.0,1,1
33,35,48,61,62,1,1,1.0,1,1
33,35,57,61,63,1,1,1.0,1,1
33,35,57,61,68,1,1,1.0,1,1
33,35,57,62,70,1,1,1.0,1,1
33,35,57,63,71,1,1,1.0,1,1
33,35,57,64,66,1,1,1.0,1,1
33,35,57,65,68,1,1,1.0,1,1
33,35,57,65,71,1,1,1.0,1,1
33,35,57,66,69,1,1,1.0,1,1
33,35,57,67,70,1,1,1.0,1,1
33,35,57,68,71,1,1,1.0,1,1
33,35,58,59,64,1,1,1.0,1,1
33,35,58,63,65,1,1,1.0,1,1
33,35,58,63,68,1,1,1.0,1,1
33,35,58,63,69,1,1,1.0,1,1
33,35,58,64,66,1,1,1.0,1,1
33,35,58,64,71,1,1,1.0,1,1
33,35,58,66,69,1,1,1.0,1,1
33,35,58,67,71,1,1,1.0,1,1
33,35,59,60,63,1,1,1.0,1,1
33,35,59,60,64,1,1,1.0,1,1
33,35,59,62,64,1,1,1.0,1,1
33,35,60,63,65,1,1,1.0,1,1
33,35,60,63,68,1,1,1.0,1,1
