ric,year,all,relevant,relevant5%
QNST.O,1999,0,0,0
QNST.O,2000,0,0,0
QNST.O,2001,0,0,0
QNST.O,2002,0,0,0
QNST.O,2003,0,0,0
QNST.O,2004,0,0,0
QNST.O,2005,0,0,0
QNST.O,2006,0,0,0
QNST.O,2007,0,0,0
QNST.O,2008,0,0,0
QNST.O,2009,0,0,0
QNST.O,2010,0,0,0
QNST.O,2011,0,0,0
QNST.O,2012,0,0,0
QNST.O,2013,0,0,0
QNST.O,2014,0,0,0
QNST.O,2015,0,0,0
QNST.O,2016,0,0,0
EGBN.O,1998,0,0,0
EGBN.O,1999,1,1,0
EGBN.O,2000,0,0,0
EGBN.O,2001,1,1,1
EGBN.O,2002,1,0,0
EGBN.O,2003,0,0,0
EGBN.O,2004,1,0,0
EGBN.O,2005,1,1,0
EGBN.O,2006,0,0,0
EGBN.O,2007,0,0,0
EGBN.O,2008,0,0,0
EGBN.O,2009,0,0,0
EGBN.O,2010,1,1,1
EGBN.O,2011,1,1,0
EGBN.O,2012,0,0,0
EGBN.O,2013,0,0,0
EGBN.O,2014,1,0,0
EGBN.O,2015,1,0,0
EGBN.O,2016,0,0,0
TCO,1998,0,0,0
TCO,1999,0,0,0
TCO,2000,1,1,1
TCO,2001,1,1,1
TCO,2002,1,1,0
TCO,2003,0,0,0
TCO,2004,1,1,0
TCO,2005,1,1,0
TCO,2006,1,0,0
TCO,2007,0,0,0
TCO,2008,1,1,0
TCO,2009,1,1,0
TCO,2010,1,1,0
TCO,2011,0,0,0
TCO,2012,0,0,0
TCO,2013,0,0,0
TCO,2014,0,0,0
TCO,2015,1,0,0
TCO,2016,0,0,0
NSTG.O,1998,0,0,0
NSTG.O,1999,0,0,0
NSTG.O,2000,0,0,0
NSTG.O,2001,0,0,0
NSTG.O,2002,0,0,0
NSTG.O,2003,0,0,0
NSTG.O,2004,0,0,0
NSTG.O,2005,0,0,0
NSTG.O,2006,0,0,0
NSTG.O,2007,0,0,0
NSTG.O,2008,0,0,0
NSTG.O,2009,0,0,0
NSTG.O,2010,0,0,0
NSTG.O,2011,0,0,0
NSTG.O,2012,0,0,0
NSTG.O,2013,0,0,0
NSTG.O,2014,1,0,0
NSTG.O,2015,0,0,0
NSTG.O,2016,0,0,0
MSL,1998,1,1,1
MSL,1999,1,1,1
MSL,2000,1,1,1
MSL,2001,1,1,1
MSL,2002,1,1,1
MSL,2003,1,1,1
MSL,2004,1,1,1
MSL,2005,1,1,1
MSL,2006,1,1,1
MSL,2007,1,1,1
MSL,2008,1,1,1
MSL,2009,1,1,1
MSL,2010,1,1,1
MSL,2011,1,1,1
MSL,2012,1,1,0
MSL,2013,1,1,1
MSL,2014,1,1,0
MSL,2015,1,1,0
MSL,2016,1,1,1
COR,1998,0,0,0
COR,1999,0,0,0
COR,2000,0,0,0
COR,2001,0,0,0
COR,2002,0,0,0
COR,2003,0,0,0
COR,2004,0,0,0
COR,2005,0,0,0
COR,2006,0,0,0
COR,2007,0,0,0
COR,2008,0,0,0
COR,2009,0,0,0
COR,2010,0,0,0
COR,2011,0,0,0
COR,2012,0,0,0
COR,2013,0,0,0
COR,2014,1,0,0
COR,2015,0,0,0
COR,2016,0,0,0
BRX,1998,0,0,0
BRX,1999,0,0,0
BRX,2000,0,0,0
BRX,2001,0,0,0
BRX,2002,0,0,0
BRX,2003,0,0,0
BRX,2004,0,0,0
BRX,2005,0,0,0
BRX,2006,0,0,0
BRX,2007,0,0,0
BRX,2008,0,0,0
BRX,2009,0,0,0
BRX,2010,0,0,0
BRX,2011,1,1,0
BRX,2012,1,1,0
BRX,2013,1,1,0
BRX,2014,1,0,0
BRX,2015,1,1,0
BRX,2016,1,1,0
RDUS.O,1998,0,0,0
RDUS.O,1999,0,0,0
RDUS.O,2000,0,0,0
RDUS.O,2001,0,0,0
RDUS.O,2002,0,0,0
RDUS.O,2003,0,0,0
RDUS.O,2004,0,0,0
RDUS.O,2005,0,0,0
RDUS.O,2006,0,0,0
RDUS.O,2007,0,0,0
RDUS.O,2008,0,0,0
RDUS.O,2009,0,0,0
RDUS.O,2010,1,1,0
RDUS.O,2011,0,0,0
RDUS.O,2012,0,0,0
RDUS.O,2013,0,0,0
RDUS.O,2014,0,0,0
RDUS.O,2015,0,0,0
RDUS.O,2016,0,0,0
CBTX.O,1998,0,0,0
CBTX.O,1999,0,0,0
CBTX.O,2000,0,0,0
CBTX.O,2001,0,0,0
CBTX.O,2002,0,0,0
CBTX.O,2003,0,0,0
CBTX.O,2004,0,0,0
CBTX.O,2005,0,0,0
CBTX.O,2006,0,0,0
CBTX.O,2007,0,0,0
CBTX.O,2008,0,0,0
CBTX.O,2009,0,0,0
CBTX.O,2010,0,0,0
CBTX.O,2011,0,0,0
CBTX.O,2012,1,1,1
CBTX.O,2013,1,1,1
CBTX.O,2014,1,1,0
CBTX.O,2015,1,1,0
CBTX.O,2016,1,1,1
AMSWA.O,1998,1,1,1
AMSWA.O,1999,1,1,1
AMSWA.O,2000,1,1,1
AMSWA.O,2001,1,1,1
AMSWA.O,2002,1,1,0
AMSWA.O,2003,1,1,0
AMSWA.O,2004,0,0,0
AMSWA.O,2005,0,0,0
AMSWA.O,2006,0,0,0
AMSWA.O,2007,0,0,0
AMSWA.O,2008,0,0,0
AMSWA.O,2009,0,0,0
AMSWA.O,2010,0,0,0
AMSWA.O,2011,0,0,0
AMSWA.O,2012,0,0,0
AMSWA.O,2013,0,0,0
AMSWA.O,2014,0,0,0
AMSWA.O,2015,0,0,0
AMSWA.O,2016,0,0,0
PE,1998,0,0,0
PE,1999,0,0,0
PE,2000,0,0,0
PE,2001,0,0,0
PE,2002,0,0,0
PE,2003,0,0,0
PE,2004,0,0,0
PE,2005,0,0,0
PE,2006,0,0,0
PE,2007,0,0,0
PE,2008,0,0,0
PE,2009,0,0,0
PE,2010,0,0,0
PE,2011,0,0,0
PE,2012,0,0,0
PE,2013,1,0,0
PE,2014,1,1,0
PE,2015,1,1,0
PE,2016,0,0,0
PACB.O,1998,0,0,0
PACB.O,1999,0,0,0
PACB.O,2000,0,0,0
PACB.O,2001,0,0,0
PACB.O,2002,0,0,0
PACB.O,2003,0,0,0
PACB.O,2004,0,0,0
PACB.O,2005,0,0,0
PACB.O,2006,0,0,0
PACB.O,2007,0,0,0
PACB.O,2008,0,0,0
PACB.O,2009,0,0,0
PACB.O,2010,0,0,0
PACB.O,2011,1,0,0
PACB.O,2012,0,0,0
PACB.O,2013,0,0,0
PACB.O,2014,0,0,0
PACB.O,2015,0,0,0
PACB.O,2016,0,0,0
RNWK.O,1998,1,1,1
RNWK.O,1999,0,0,0
RNWK.O,2000,0,0,0
RNWK.O,2001,0,0,0
RNWK.O,2002,0,0,0
RNWK.O,2003,0,0,0
RNWK.O,2004,0,0,0
RNWK.O,2005,1,0,0
RNWK.O,2006,0,0,0
RNWK.O,2007,1,0,0
RNWK.O,2008,1,0,0
RNWK.O,2009,0,0,0
RNWK.O,2010,1,0,0
RNWK.O,2011,1,1,1
RNWK.O,2012,0,0,0
RNWK.O,2013,0,0,0
RNWK.O,2014,0,0,0
RNWK.O,2015,1,1,1
RNWK.O,2016,1,1,1
IPI,1998,0,0,0
IPI,1999,0,0,0
IPI,2000,0,0,0
IPI,2001,0,0,0
IPI,2002,0,0,0
IPI,2003,0,0,0
IPI,2004,0,0,0
IPI,2005,0,0,0
IPI,2006,0,0,0
IPI,2007,1,1,1
IPI,2008,0,0,0
IPI,2009,0,0,0
IPI,2010,0,0,0
IPI,2011,0,0,0
IPI,2012,0,0,0
IPI,2013,0,0,0
IPI,2014,1,0,0
IPI,2015,1,0,0
IPI,2016,0,0,0
OSBC.O,1998,1,1,1
OSBC.O,1999,0,0,0
OSBC.O,2000,0,0,0
OSBC.O,2001,0,0,0
OSBC.O,2002,1,1,0
OSBC.O,2003,0,0,0
OSBC.O,2004,1,1,1
OSBC.O,2005,1,1,1
OSBC.O,2006,1,1,0
OSBC.O,2007,1,1,0
OSBC.O,2008,0,0,0
OSBC.O,2009,0,0,0
OSBC.O,2010,0,0,0
OSBC.O,2011,0,0,0
OSBC.O,2012,0,0,0
OSBC.O,2013,0,0,0
OSBC.O,2014,1,0,0
OSBC.O,2015,1,0,0
OSBC.O,2016,0,0,0
WDFC.O,1998,0,0,0
WDFC.O,1999,1,1,0
WDFC.O,2000,1,1,1
WDFC.O,2001,1,0,0
WDFC.O,2002,0,0,0
WDFC.O,2003,0,0,0
WDFC.O,2004,0,0,0
WDFC.O,2005,0,0,0
WDFC.O,2006,1,1,0
WDFC.O,2007,1,1,0
WDFC.O,2008,0,0,0
WDFC.O,2009,0,0,0
WDFC.O,2010,0,0,0
WDFC.O,2011,0,0,0
WDFC.O,2012,0,0,0
WDFC.O,2013,0,0,0
WDFC.O,2014,0,0,0
WDFC.O,2015,1,1,1
WDFC.O,2016,1,1,1
FRBK.O,1998,1,1,0
FRBK.O,1999,1,1,1
FRBK.O,2000,1,1,1
FRBK.O,2001,1,1,1
FRBK.O,2002,1,1,1
FRBK.O,2003,1,1,1
FRBK.O,2004,1,1,1
FRBK.O,2005,1,1,1
FRBK.O,2006,1,1,1
FRBK.O,2007,1,1,0
FRBK.O,2008,1,1,1
FRBK.O,2009,1,1,1
FRBK.O,2010,1,1,1
FRBK.O,2011,1,1,1
FRBK.O,2012,1,1,1
FRBK.O,2013,1,1,1
FRBK.O,2014,1,1,0
FRBK.O,2015,1,1,1
FRBK.O,2016,1,1,1
DDR,1998,1,1,0
DDR,1999,1,1,0
DDR,2000,1,1,0
DDR,2001,1,1,0
DDR,2002,1,1,0
DDR,2003,1,1,1
DDR,2004,1,1,1
DDR,2005,1,1,1
DDR,2006,1,1,1
DDR,2007,1,1,1
DDR,2008,1,1,1
DDR,2009,1,1,1
DDR,2010,1,1,1
DDR,2011,1,1,1
DDR,2012,0,0,0
DDR,2013,1,1,1
DDR,2014,1,0,0
DDR,2015,1,1,0
DDR,2016,1,1,0
REG,1998,0,0,0
REG,1999,1,0,0
REG,2000,1,1,1
REG,2001,1,1,1
REG,2002,1,1,1
REG,2003,1,1,1
REG,2004,1,1,1
REG,2005,1,1,0
REG,2006,1,1,0
REG,2007,1,1,0
REG,2008,1,1,0
REG,2009,1,1,1
REG,2010,1,1,1
REG,2011,1,1,1
REG,2012,1,1,1
REG,2013,0,0,0
REG,2014,0,0,0
REG,2015,1,1,0
REG,2016,1,1,0
HTBI.O,1998,0,0,0
HTBI.O,1999,0,0,0
HTBI.O,2000,0,0,0
HTBI.O,2001,0,0,0
HTBI.O,2002,0,0,0
HTBI.O,2003,0,0,0
HTBI.O,2004,0,0,0
HTBI.O,2005,0,0,0
HTBI.O,2006,0,0,0
HTBI.O,2007,0,0,0
HTBI.O,2008,0,0,0
HTBI.O,2009,0,0,0
HTBI.O,2010,1,1,1
HTBI.O,2011,1,1,1
HTBI.O,2012,0,0,0
HTBI.O,2013,1,0,0
HTBI.O,2014,1,1,1
HTBI.O,2015,1,1,0
HTBI.O,2016,0,0,0
ABR,1998,0,0,0
ABR,1999,0,0,0
ABR,2000,0,0,0
ABR,2001,0,0,0
ABR,2002,0,0,0
ABR,2003,1,1,1
ABR,2004,0,0,0
ABR,2005,0,0,0
ABR,2006,1,1,0
ABR,2007,1,0,0
ABR,2008,1,1,0
ABR,2009,1,1,1
ABR,2010,1,1,0
ABR,2011,1,1,0
ABR,2012,1,0,0
ABR,2013,1,1,0
ABR,2014,1,0,0
ABR,2015,0,0,0
ABR,2016,0,0,0
FMNB.O,1998,1,1,1
FMNB.O,1999,1,1,1
FMNB.O,2000,1,1,1
FMNB.O,2001,1,1,1
FMNB.O,2002,1,1,0
FMNB.O,2003,1,1,0
FMNB.O,2004,1,1,0
FMNB.O,2005,1,1,0
FMNB.O,2006,1,1,0
FMNB.O,2007,1,1,0
FMNB.O,2008,1,1,0
FMNB.O,2009,1,1,1
FMNB.O,2010,1,1,1
FMNB.O,2011,1,1,1
FMNB.O,2012,1,1,1
FMNB.O,2013,1,1,1
FMNB.O,2014,1,1,1
FMNB.O,2015,1,1,1
FMNB.O,2016,1,1,1
FFIC.O,1998,1,1,1
FFIC.O,1999,1,1,1
FFIC.O,2000,1,1,1
FFIC.O,2001,1,1,0
FFIC.O,2002,1,1,1
FFIC.O,2003,1,1,1
FFIC.O,2004,1,1,1
FFIC.O,2005,1,1,1
FFIC.O,2006,1,1,1
FFIC.O,2007,1,1,1
FFIC.O,2008,1,1,1
FFIC.O,2009,1,1,1
FFIC.O,2010,1,1,1
FFIC.O,2011,1,1,1
FFIC.O,2012,1,1,0
FFIC.O,2013,1,1,1
FFIC.O,2014,1,1,0
FFIC.O,2015,1,1,1
FFIC.O,2016,1,1,0
TZOO.O,1998,0,0,0
TZOO.O,1999,0,0,0
TZOO.O,2000,0,0,0
TZOO.O,2001,0,0,0
TZOO.O,2002,0,0,0
TZOO.O,2003,0,0,0
TZOO.O,2004,0,0,0
TZOO.O,2005,0,0,0
TZOO.O,2006,1,0,0
TZOO.O,2007,1,1,0
TZOO.O,2008,1,1,0
TZOO.O,2009,0,0,0
TZOO.O,2010,0,0,0
TZOO.O,2011,0,0,0
TZOO.O,2012,0,0,0
TZOO.O,2013,1,1,1
TZOO.O,2014,1,1,1
TZOO.O,2015,1,1,1
TZOO.O,2016,1,1,1
HIW,1998,1,1,0
HIW,1999,1,1,0
HIW,2000,1,1,1
HIW,2001,1,1,1
HIW,2002,1,1,1
HIW,2003,1,1,1
HIW,2004,1,1,1
HIW,2005,1,1,1
HIW,2006,1,1,0
HIW,2007,1,1,0
HIW,2008,1,1,0
HIW,2009,1,1,0
HIW,2010,1,1,0
HIW,2011,1,1,1
HIW,2012,1,1,1
HIW,2013,1,1,1
HIW,2014,1,1,1
HIW,2015,1,0,0
HIW,2016,0,0,0
CLI,1998,1,0,0
CLI,1999,0,0,0
CLI,2000,1,0,0
CLI,2001,1,1,0
CLI,2002,1,1,0
CLI,2003,1,1,0
CLI,2004,1,1,1
CLI,2005,1,1,1
CLI,2006,1,1,0
CLI,2007,1,0,0
CLI,2008,1,1,0
CLI,2009,1,1,0
CLI,2010,1,1,0
CLI,2011,1,1,1
CLI,2012,1,1,1
CLI,2013,0,0,0
CLI,2014,0,0,0
CLI,2015,1,0,0
CLI,2016,0,0,0
WES,1998,0,0,0
WES,1999,0,0,0
WES,2000,0,0,0
WES,2001,0,0,0
WES,2002,0,0,0
WES,2003,0,0,0
WES,2004,0,0,0
WES,2005,0,0,0
WES,2006,1,1,1
WES,2007,1,1,1
WES,2008,1,1,1
WES,2009,1,1,1
WES,2010,1,1,1
WES,2011,1,1,1
WES,2012,1,1,1
WES,2013,1,1,1
WES,2014,1,1,1
WES,2015,1,1,1
WES,2016,0,0,0
AMSF.O,1998,0,0,0
AMSF.O,1999,0,0,0
AMSF.O,2000,0,0,0
AMSF.O,2001,0,0,0
AMSF.O,2002,0,0,0
AMSF.O,2003,0,0,0
AMSF.O,2004,0,0,0
AMSF.O,2005,1,1,0
AMSF.O,2006,0,0,0
AMSF.O,2007,0,0,0
AMSF.O,2008,1,1,0
AMSF.O,2009,1,1,0
AMSF.O,2010,1,1,0
AMSF.O,2011,1,1,0
AMSF.O,2012,0,0,0
AMSF.O,2013,1,1,0
AMSF.O,2014,1,1,0
AMSF.O,2015,0,0,0
AMSF.O,2016,0,0,0
EPE,1998,0,0,0
EPE,1999,0,0,0
EPE,2000,0,0,0
EPE,2001,0,0,0
EPE,2002,0,0,0
EPE,2003,0,0,0
EPE,2004,0,0,0
EPE,2005,0,0,0
EPE,2006,0,0,0
EPE,2007,0,0,0
EPE,2008,0,0,0
EPE,2009,0,0,0
EPE,2010,0,0,0
EPE,2011,0,0,0
EPE,2012,1,1,0
EPE,2013,1,1,0
EPE,2014,1,0,0
EPE,2015,1,0,0
EPE,2016,0,0,0
HBIA.PK,1998,0,0,0
HBIA.PK,1999,0,0,0
HBIA.PK,2000,0,0,0
HBIA.PK,2001,0,0,0
HBIA.PK,2002,0,0,0
HBIA.PK,2003,0,0,0
HBIA.PK,2004,0,0,0
HBIA.PK,2005,0,0,0
HBIA.PK,2006,1,1,0
HBIA.PK,2007,1,1,1
HBIA.PK,2008,1,1,1
HBIA.PK,2009,0,0,0
HBIA.PK,2010,0,0,0
HBIA.PK,2011,1,1,0
HBIA.PK,2012,1,0,0
HBIA.PK,2013,0,0,0
HBIA.PK,2014,0,0,0
HBIA.PK,2015,1,1,0
HBIA.PK,2016,1,1,0
ASRT.O,1998,0,0,0
ASRT.O,1999,1,1,1
ASRT.O,2000,1,1,1
ASRT.O,2001,0,0,0
ASRT.O,2002,1,0,0
ASRT.O,2003,1,0,0
ASRT.O,2004,0,0,0
ASRT.O,2005,1,0,0
ASRT.O,2006,0,0,0
ASRT.O,2007,0,0,0
ASRT.O,2008,0,0,0
ASRT.O,2009,0,0,0
ASRT.O,2010,1,0,0
ASRT.O,2011,0,0,0
ASRT.O,2012,0,0,0
ASRT.O,2013,0,0,0
ASRT.O,2014,0,0,0
ASRT.O,2015,1,1,1
ASRT.O,2016,1,1,1
SFBS.O,1998,0,0,0
SFBS.O,1999,0,0,0
SFBS.O,2000,0,0,0
SFBS.O,2001,0,0,0
SFBS.O,2002,0,0,0
SFBS.O,2003,0,0,0
SFBS.O,2004,0,0,0
SFBS.O,2005,0,0,0
SFBS.O,2006,0,0,0
SFBS.O,2007,0,0,0
SFBS.O,2008,0,0,0
SFBS.O,2009,0,0,0
SFBS.O,2010,1,0,0
SFBS.O,2011,1,1,0
SFBS.O,2012,0,0,0
SFBS.O,2013,1,0,0
SFBS.O,2014,1,1,0
SFBS.O,2015,1,1,0
SFBS.O,2016,0,0,0
NCOM.O,1998,0,0,0
NCOM.O,1999,0,0,0
NCOM.O,2000,0,0,0
NCOM.O,2001,0,0,0
NCOM.O,2002,0,0,0
NCOM.O,2003,0,0,0
NCOM.O,2004,0,0,0
NCOM.O,2005,0,0,0
NCOM.O,2006,0,0,0
NCOM.O,2007,0,0,0
NCOM.O,2008,0,0,0
NCOM.O,2009,0,0,0
NCOM.O,2010,0,0,0
NCOM.O,2011,0,0,0
NCOM.O,2012,0,0,0
NCOM.O,2013,0,0,0
NCOM.O,2014,0,0,0
NCOM.O,2015,1,1,1
NCOM.O,2016,0,0,0
ENZ,1998,0,0,0
ENZ,1999,1,1,1
ENZ,2000,1,1,1
ENZ,2001,1,1,0
ENZ,2002,1,1,0
ENZ,2003,0,0,0
ENZ,2004,1,1,0
ENZ,2005,1,1,0
ENZ,2006,1,0,0
ENZ,2007,1,0,0
ENZ,2008,1,0,0
ENZ,2009,0,0,0
ENZ,2010,0,0,0
ENZ,2011,0,0,0
ENZ,2012,0,0,0
ENZ,2013,0,0,0
ENZ,2014,0,0,0
ENZ,2015,0,0,0
ENZ,2016,0,0,0
CLNE.O,1998,0,0,0
CLNE.O,1999,0,0,0
CLNE.O,2000,0,0,0
CLNE.O,2001,0,0,0
CLNE.O,2002,0,0,0
CLNE.O,2003,0,0,0
CLNE.O,2004,0,0,0
CLNE.O,2005,0,0,0
CLNE.O,2006,0,0,0
CLNE.O,2007,0,0,0
CLNE.O,2008,1,1,1
CLNE.O,2009,0,0,0
CLNE.O,2010,1,1,1
CLNE.O,2011,1,1,1
CLNE.O,2012,0,0,0
CLNE.O,2013,0,0,0
CLNE.O,2014,0,0,0
CLNE.O,2015,1,0,0
CLNE.O,2016,0,0,0
KRNY.O,1998,0,0,0
KRNY.O,1999,0,0,0
KRNY.O,2000,0,0,0
KRNY.O,2001,0,0,0
KRNY.O,2002,0,0,0
KRNY.O,2003,0,0,0
KRNY.O,2004,0,0,0
KRNY.O,2005,1,1,0
KRNY.O,2006,0,0,0
KRNY.O,2007,0,0,0
KRNY.O,2008,0,0,0
KRNY.O,2009,1,1,0
KRNY.O,2010,0,0,0
KRNY.O,2011,0,0,0
KRNY.O,2012,0,0,0
KRNY.O,2013,0,0,0
KRNY.O,2014,0,0,0
KRNY.O,2015,0,0,0
KRNY.O,2016,0,0,0
NRC.O,1998,0,0,0
NRC.O,1999,1,1,0
NRC.O,2000,1,1,0
NRC.O,2001,0,0,0
NRC.O,2002,0,0,0
NRC.O,2003,1,1,0
NRC.O,2004,1,0,0
NRC.O,2005,0,0,0
NRC.O,2006,0,0,0
NRC.O,2007,0,0,0
NRC.O,2008,0,0,0
NRC.O,2009,1,0,0
NRC.O,2010,1,0,0
NRC.O,2011,1,0,0
NRC.O,2012,0,0,0
NRC.O,2013,1,0,0
NRC.O,2014,0,0,0
NRC.O,2015,1,0,0
NRC.O,2016,0,0,0
MKTX.O,1998,0,0,0
MKTX.O,1999,0,0,0
MKTX.O,2000,1,0,0
MKTX.O,2001,1,1,1
MKTX.O,2002,1,1,1
MKTX.O,2003,1,1,1
MKTX.O,2004,1,1,1
MKTX.O,2005,1,1,1
MKTX.O,2006,1,1,1
MKTX.O,2007,1,1,1
MKTX.O,2008,1,1,1
MKTX.O,2009,1,1,1
MKTX.O,2010,1,1,1
MKTX.O,2011,1,1,1
MKTX.O,2012,1,1,1
MKTX.O,2013,1,1,1
MKTX.O,2014,1,1,1
MKTX.O,2015,1,1,1
MKTX.O,2016,1,1,1
NRIM.O,1998,1,1,1
NRIM.O,1999,1,1,1
NRIM.O,2000,1,1,1
NRIM.O,2001,1,1,1
NRIM.O,2002,1,1,1
NRIM.O,2003,1,1,1
NRIM.O,2004,1,1,1
NRIM.O,2005,1,1,1
NRIM.O,2006,1,1,1
NRIM.O,2007,1,1,0
NRIM.O,2008,1,1,1
NRIM.O,2009,1,1,1
NRIM.O,2010,1,1,1
NRIM.O,2011,1,1,1
NRIM.O,2012,1,1,1
NRIM.O,2013,1,1,1
NRIM.O,2014,1,1,1
NRIM.O,2015,1,1,1
NRIM.O,2016,1,1,0
CRCM.K,1998,0,0,0
CRCM.K,1999,0,0,0
CRCM.K,2000,0,0,0
CRCM.K,2001,0,0,0
CRCM.K,2002,0,0,0
CRCM.K,2003,0,0,0
CRCM.K,2004,0,0,0
CRCM.K,2005,0,0,0
CRCM.K,2006,0,0,0
CRCM.K,2007,0,0,0
CRCM.K,2008,0,0,0
CRCM.K,2009,0,0,0
CRCM.K,2010,0,0,0
CRCM.K,2011,0,0,0
CRCM.K,2012,0,0,0
CRCM.K,2013,0,0,0
CRCM.K,2014,1,1,1
CRCM.K,2015,0,0,0
CRCM.K,2016,0,0,0
NYNY.O,1998,0,0,0
NYNY.O,1999,1,0,0
NYNY.O,2000,1,0,0
NYNY.O,2001,0,0,0
NYNY.O,2002,0,0,0
NYNY.O,2003,1,1,1
NYNY.O,2004,1,1,0
NYNY.O,2005,1,0,0
NYNY.O,2006,1,0,0
NYNY.O,2007,1,0,0
NYNY.O,2008,1,0,0
NYNY.O,2009,0,0,0
NYNY.O,2010,1,0,0
NYNY.O,2011,0,0,0
NYNY.O,2012,1,0,0
NYNY.O,2013,0,0,0
NYNY.O,2014,0,0,0
NYNY.O,2015,0,0,0
NYNY.O,2016,0,0,0
HRTG.K,1998,0,0,0
HRTG.K,1999,0,0,0
HRTG.K,2000,0,0,0
HRTG.K,2001,0,0,0
HRTG.K,2002,0,0,0
HRTG.K,2003,0,0,0
HRTG.K,2004,0,0,0
HRTG.K,2005,0,0,0
HRTG.K,2006,0,0,0
HRTG.K,2007,0,0,0
HRTG.K,2008,0,0,0
HRTG.K,2009,0,0,0
HRTG.K,2010,0,0,0
HRTG.K,2011,0,0,0
HRTG.K,2012,0,0,0
HRTG.K,2013,1,0,0
HRTG.K,2014,0,0,0
HRTG.K,2015,0,0,0
HRTG.K,2016,0,0,0
EEX,1998,0,0,0
EEX,1999,0,0,0
EEX,2000,0,0,0
EEX,2001,0,0,0
EEX,2002,0,0,0
EEX,2003,0,0,0
EEX,2004,0,0,0
EEX,2005,0,0,0
EEX,2006,0,0,0
EEX,2007,0,0,0
EEX,2008,0,0,0
EEX,2009,0,0,0
EEX,2010,0,0,0
EEX,2011,0,0,0
EEX,2012,0,0,0
EEX,2013,0,0,0
EEX,2014,0,0,0
EEX,2015,0,0,0
EEX,2016,0,0,0
USAC.K,1998,0,0,0
USAC.K,1999,0,0,0
USAC.K,2000,0,0,0
USAC.K,2001,0,0,0
USAC.K,2002,0,0,0
USAC.K,2003,0,0,0
USAC.K,2004,0,0,0
USAC.K,2005,0,0,0
USAC.K,2006,0,0,0
USAC.K,2007,0,0,0
USAC.K,2008,0,0,0
USAC.K,2009,0,0,0
USAC.K,2010,0,0,0
USAC.K,2011,0,0,0
USAC.K,2012,0,0,0
USAC.K,2013,0,0,0
USAC.K,2014,0,0,0
USAC.K,2015,0,0,0
USAC.K,2016,0,0,0
ACAD.O,1998,0,0,0
ACAD.O,1999,1,0,0
ACAD.O,2000,0,0,0
ACAD.O,2001,0,0,0
ACAD.O,2002,0,0,0
ACAD.O,2003,0,0,0
ACAD.O,2004,1,1,0
ACAD.O,2005,1,1,0
ACAD.O,2006,0,0,0
ACAD.O,2007,0,0,0
ACAD.O,2008,0,0,0
ACAD.O,2009,0,0,0
ACAD.O,2010,0,0,0
ACAD.O,2011,0,0,0
ACAD.O,2012,0,0,0
ACAD.O,2013,0,0,0
ACAD.O,2014,0,0,0
ACAD.O,2015,0,0,0
ACAD.O,2016,0,0,0
CRR,1998,1,1,1
CRR,1999,1,1,1
CRR,2000,1,1,1
CRR,2001,1,1,1
CRR,2002,1,1,1
CRR,2003,1,1,1
CRR,2004,1,1,1
CRR,2005,1,1,1
CRR,2006,1,1,1
CRR,2007,1,1,1
CRR,2008,1,1,1
CRR,2009,1,1,1
CRR,2010,1,1,1
CRR,2011,1,1,1
CRR,2012,1,1,1
CRR,2013,1,1,0
CRR,2014,1,1,1
CRR,2015,1,1,1
CRR,2016,1,1,1
FGEN.O,1998,0,0,0
FGEN.O,1999,0,0,0
FGEN.O,2000,0,0,0
FGEN.O,2001,0,0,0
FGEN.O,2002,0,0,0
FGEN.O,2003,0,0,0
FGEN.O,2004,0,0,0
FGEN.O,2005,0,0,0
FGEN.O,2006,0,0,0
FGEN.O,2007,0,0,0
FGEN.O,2008,0,0,0
FGEN.O,2009,0,0,0
FGEN.O,2010,0,0,0
FGEN.O,2011,0,0,0
FGEN.O,2012,0,0,0
FGEN.O,2013,0,0,0
FGEN.O,2014,0,0,0
FGEN.O,2015,0,0,0
FGEN.O,2016,0,0,0
BHB,1998,1,1,0
BHB,1999,1,1,0
BHB,2000,1,1,0
BHB,2001,1,1,0
BHB,2002,1,1,0
BHB,2003,1,1,1
BHB,2004,1,1,0
BHB,2005,1,1,1
BHB,2006,1,1,1
BHB,2007,1,1,0
BHB,2008,1,1,1
BHB,2009,1,1,1
BHB,2010,1,1,1
BHB,2011,1,1,1
BHB,2012,1,1,1
BHB,2013,1,1,1
BHB,2014,1,1,1
BHB,2015,1,1,0
BHB,2016,1,1,1
SUPN.O,1998,0,0,0
SUPN.O,1999,0,0,0
SUPN.O,2000,0,0,0
SUPN.O,2001,0,0,0
SUPN.O,2002,0,0,0
SUPN.O,2003,0,0,0
SUPN.O,2004,0,0,0
SUPN.O,2005,0,0,0
SUPN.O,2006,0,0,0
SUPN.O,2007,0,0,0
SUPN.O,2008,0,0,0
SUPN.O,2009,1,1,1
SUPN.O,2010,1,1,1
SUPN.O,2011,0,0,0
SUPN.O,2012,1,0,0
SUPN.O,2013,1,0,0
SUPN.O,2014,1,1,1
SUPN.O,2015,0,0,0
SUPN.O,2016,0,0,0
HWCC.O,1998,0,0,0
HWCC.O,1999,0,0,0
HWCC.O,2000,0,0,0
HWCC.O,2001,0,0,0
HWCC.O,2002,0,0,0
HWCC.O,2003,0,0,0
HWCC.O,2004,0,0,0
HWCC.O,2005,1,0,0
HWCC.O,2006,0,0,0
HWCC.O,2007,1,1,0
