year;ric
2001;FFIV.O
2002;FFIV.O
2003;FFIV.O
2012;AMC
2010;FWONA.O
2011;FWONA.O
2012;FWONA.O
2012;MPLX.K
2015;MPLX.K
2016;MPLX.K
2001;CHDN.O
2002;CHDN.O
2003;CHDN.O
2004;CHDN.O
2005;CHDN.O
2008;CHDN.O
2009;CHDN.O
2016;CHDN.O
2004;MCY
1998;CVTI.O
2000;CVTI.O
2001;CVTI.O
2002;CVTI.O
2006;CVTI.O
2007;CVTI.O
2008;CVTI.O
2009;CVTI.O
2010;CVTI.O
2011;CVTI.O
2012;CVTI.O
2013;CVTI.O
2014;CVTI.O
2015;CVTI.O
2016;CVTI.O
2001;NNI
2004;NNI
2005;NNI
2007;NNI
2008;NNI
2009;NNI
2010;NNI
1999;CFR
2001;CFR
2002;CFR
2003;CFR
2004;CFR
2005;CFR
2006;CFR
2007;CFR
2008;CFR
2009;CFR
2010;CFR
2011;CFR
2013;CFR
2016;CFR
1998;PEGA.O
2003;PEGA.O
2004;PEGA.O
2015;PEGA.O
2000;ULTI.O
2008;ULTI.O
2009;ULTI.O
2014;ULTI.O
2015;ULTI.O
2012;MUSA.K
2013;MUSA.K
2014;MUSA.K
2015;MUSA.K
2016;MUSA.K
1999;JJSF.O
2000;JJSF.O
2000;IVC
2001;IVC
2002;IVC
2003;IVC
2007;IVC
2008;IVC
2010;IVC
2011;IVC
2012;IVC
2013;IVC
1999;SMP
2001;SMP
2002;SMP
2007;SMP
2015;CURO.K
2016;CURO.K
2001;CIT
2002;CIT
2003;CIT
2004;CIT
2005;CIT
2006;CIT
2007;CIT
2009;CIT
2011;CIT
2012;CIT
2013;CIT
2014;CIT
2015;CIT
2016;CIT
2003;RECN.O
1998;MLI
2001;MLI
1999;MESA.O
2000;MESA.O
2001;MESA.O
2003;MESA.O
2004;MESA.O
2005;MESA.O
2014;FSLR.O
2015;FSLR.O
2016;FSLR.O
1998;ELS
1999;ELS
2001;ELS
2002;ELS
2003;ELS
2004;ELS
2005;ELS
2006;ELS
2007;ELS
2008;ELS
2010;ELS
2011;ELS
2012;ELS
2015;ELS
2002;SSP.O
2004;SSP.O
2005;SSP.O
2006;SSP.O
2007;SSP.O
2008;SSP.O
2009;SSP.O
2013;SSP.O
2014;SSP.O
2015;SSP.O
2016;SSP.O
1999;CENT.O
2000;CENT.O
2012;BAS
2010;WTFC.O
2011;WTFC.O
2013;WTFC.O
2014;WTFC.O
1998;PCMI.O
2001;PCMI.O
2002;PCMI.O
2003;PCMI.O
2004;PCMI.O
2005;PCMI.O
2012;PCMI.O
2013;PCMI.O
1998;TYL
1999;TYL
2000;TYL
2014;TYL
2015;TYL
2000;WGO
2002;BRS
2003;BRS
2005;BRS
2006;BRS
2016;BRS
2009;SNBR.O
2011;FRC
2008;XLNX.O
2007;PLT
2008;PLT
2001;ANF
2002;ANF
2005;ANF
2008;ANF
2011;ANF
2010;LOPE.O
2011;LOPE.O
2004;POOL.O
2000;CONN.O
2001;CONN.O
2002;CONN.O
2004;CONN.O
2007;CONN.O
2008;CONN.O
2009;CONN.O
2010;CONN.O
2002;TRS.O
2003;TRS.O
2004;TRS.O
2005;TRS.O
2006;TRS.O
2007;TRS.O
2010;TRS.O
2013;TRS.O
2014;TRS.O
2001;VNO
2002;VNO
2003;VNO
2004;VNO
2005;VNO
2006;VNO
2007;VNO
2008;VNO
2009;VNO
2010;VNO
2011;VNO
2012;VNO
2013;VNO
2014;VNO
2015;VNO
2016;VNO
2000;LNT
2001;LNT
2002;LNT
2003;LNT
2005;LNT
2008;LNT
2011;LNT
2000;ACIW.O
2001;ACIW.O
2002;NX
2003;NX
2007;NX
2012;NX
2013;NX
2012;NMK_pb
2004;DK
2008;DK
2013;DK
2015;DK
2015;APRN.K
2016;APRN.K
2007;CNSL.O
2008;CNSL.O
2011;CNSL.O
2012;CNSL.O
2008;CNK
2000;ENTG.O
2004;ENTG.O
2005;ENTG.O
2007;ENTG.O
2000;AWI
2003;AWI
2004;AWI
2005;AWI
2006;AWI
2010;AWI
2011;AWI
2012;AWI
2013;AWI
2014;AWI
2015;AWI
2016;AWI
2007;STRT.O
2008;STRT.O
2000;FGP
2002;FGP
2003;FGP
2002;HWC.O
2005;HWC.O
2006;HWC.O
2000;NNBR.O
2001;NNBR.O
2015;NNBR.O
2016;NNBR.O
1999;HE
2000;HE
2001;HE
2002;HE
2003;HE
2005;HE
2006;HE
2007;HE
2009;HE
2012;HE
2013;HE
2014;HE
2015;HE
2002;PXD
2003;PXD
2004;PXD
2005;PXD
2006;PXD
2007;PXD
2008;PXD
2009;PXD
2011;PXD
2012;PXD
2015;PXD
2016;PXD
2003;ASGN.K
2004;ASGN.K
2011;ASGN.K
2012;ASGN.K
2013;ASGN.K
2014;ASGN.K
2010;NXTM.O
1998;NICRL.PK
1999;NICRL.PK
2006;NICRL.PK
2007;NICRL.PK
1998;NYT
2004;NYT
2005;NYT
2007;NYT
2010;NYT
2011;NYT
2012;NYT
2016;NYT
2010;ARCH.K
2011;ARCH.K
2012;ARCH.K
2003;CRVL.O
2004;ALGT.O
2005;ALGT.O
2006;ALGT.O
2007;ALGT.O
2008;ALGT.O
2010;ALGT.O
2011;ALGT.O
2012;ALGT.O
2013;ALGT.O
2014;ALGT.O
2015;ALGT.O
2016;ALGT.O
2005;LPLA.O
2006;LPLA.O
2007;LPLA.O
2008;LPLA.O
2009;LPLA.O
2010;LPLA.O
2011;LPLA.O
2013;LPLA.O
2014;LPLA.O
2015;LPLA.O
2016;LPLA.O
2001;GTN
2002;GTN
2003;GTN
2004;GTN
2015;CSGP.O
1998;GRA
1999;GRA
2000;GRA
2001;GRA
2003;GRA
2005;GRA
2006;GRA
2007;GRA
2008;GRA
2011;GRA
2012;GRA
2014;GRA
2015;GRA
1999;FULT.O
2004;FULT.O
2004;CVA
2007;CVA
2008;CVA
2009;CVA
2012;CVA
2013;CVA
2016;SENEA.O
2001;MTX
2002;MTX
2003;MTX
2005;MTX
2006;MTX
2007;MTX
2011;MTX
2012;MTX
2014;MTX
2015;MTX
2016;MTX
1999;GPX
2000;GPX
2002;GPX
2003;GPX
2004;GPX
1998;SEIC.O
1999;SEIC.O
2000;SEIC.O
2001;SEIC.O
2002;SEIC.O
2003;SEIC.O
2005;SEIC.O
2006;SEIC.O
2007;SEIC.O
2008;SEIC.O
2009;SEIC.O
2012;SEIC.O
2013;SEIC.O
2016;SEIC.O
1998;ETFC.O
1999;ETFC.O
2000;ETFC.O
2001;ETFC.O
2002;ETFC.O
2003;ETFC.O
2004;ETFC.O
2005;ETFC.O
2006;ETFC.O
2007;ETFC.O
2008;ETFC.O
2009;ETFC.O
2010;ETFC.O
2011;ETFC.O
2012;ETFC.O
2013;ETFC.O
2014;ETFC.O
2015;ETFC.O
2016;ETFC.O
2004;WEB.O
2007;WEB.O
2008;WEB.O
2009;WEB.O
2008;SWM
2009;SWM
2012;SWM
2014;AFI
2015;AFI
1999;SHLO.O
2000;SHLO.O
2012;SHLO.O
2014;SHLO.O
2015;SHLO.O
1998;MBFI.O
1999;MBFI.O
2000;MBFI.O
2001;MBFI.O
2005;MBFI.O
2006;MBFI.O
2009;MBFI.O
2010;MBFI.O
2011;MBFI.O
2005;CALM.O
2016;CALM.O
1998;UMBF.O
1999;UMBF.O
2000;UMBF.O
2004;UMBF.O
2007;UMBF.O
2010;UMBF.O
2011;UMBF.O
2012;UMBF.O
2013;UMBF.O
2014;UMBF.O
2015;UMBF.O
2016;UMBF.O
1998;LEE
1999;LEE
2000;LEE
2004;LEE
2005;LEE
2007;LEE
2004;HVT
1998;FLIR.O
1999;FLIR.O
2015;FLIR.O
1998;IESC.O
1999;IESC.O
2000;IESC.O
2001;IESC.O
2002;IESC.O
2003;IESC.O
2004;IESC.O
2005;IESC.O
2006;IESC.O
2007;IESC.O
2008;IESC.O
2009;IESC.O
2010;IESC.O
2011;IESC.O
2012;IESC.O
2013;IESC.O
2014;IESC.O
2015;IESC.O
2016;IESC.O
2000;FBC
2004;FBC
2005;FBC
2006;FBC
2013;FBC
2003;HFC
2004;HFC
2005;HFC
1998;VVI
2001;VVI
2002;VVI
2003;VVI
2012;VVI
2013;VVI
2015;ENV
2016;ENV
2002;CMLS.O
2010;CMLS.O
2011;CMLS.O
2012;CMLS.O
1998;IBKC.O
1999;IBKC.O
2000;IBKC.O
2002;IBKC.O
2003;IBKC.O
2004;IBKC.O
2005;IBKC.O
2006;IBKC.O
2007;IBKC.O
2008;IBKC.O
2009;IBKC.O
2010;IBKC.O
2011;IBKC.O
2013;IBKC.O
2014;IBKC.O
2015;IBKC.O
2016;IBKC.O
2001;DECK.K
2002;DECK.K
1998;GGG
1999;GGG
2000;GGG
2001;GGG
2002;GGG
2003;GGG
2004;GGG
2005;GGG
2006;GGG
2007;GGG
2008;GGG
2009;GGG
2010;GGG
2011;GGG
2012;GGG
2013;GGG
2014;GGG
2015;GGG
2016;GGG
2002;MDP
2003;MDP
1998;RES
1999;RES
2000;RES
2001;RES
2003;GNW
2008;GNW
2009;GNW
2010;GNW
2011;GNW
2012;GNW
2013;GNW
2014;GNW
2015;CISN.K
2016;CISN.K
1999;MTSC.O
2000;MTSC.O
2001;MTSC.O
2002;MTSC.O
2003;MTSC.O
1999;CBB
2000;CBB
2001;CBB
2013;CBB
2014;CBB
1998;MRTN.O
1999;MRTN.O
2000;MRTN.O
2001;MRTN.O
2002;MRTN.O
2003;MRTN.O
2004;MRTN.O
2005;MRTN.O
2006;MRTN.O
2007;MRTN.O
2008;MRTN.O
2009;MRTN.O
2010;MRTN.O
2012;MRTN.O
2013;MRTN.O
2014;MRTN.O
2015;MRTN.O
2016;MRTN.O
2000;AB
2001;AB
2004;AB
2005;AB
2008;AB
2009;AB
2009;MRC
2010;MRC
2007;WRLD.O
2008;WRLD.O
2008;ADUS.O
2009;ADUS.O
2010;ADUS.O
2011;ADUS.O
2003;LAMR.O
2007;LAMR.O
2008;LAMR.O
2012;LAMR.O
1998;ROG
2003;ROG
2004;ROG
2005;ROG
2006;ROG
2007;ROG
2009;ROG
2010;ROG
2002;EXR
2003;EXR
2005;EXR
2007;EXR
2008;EXR
1998;ACXM.O
2005;ACXM.O
2006;ACXM.O
2010;ACXM.O
2013;ACXM.O
2014;ACXM.O
2003;CSGS.O
2004;CSGS.O
2007;CSGS.O
2008;CSGS.O
2013;CSGS.O
1998;EFII.O
2000;EFII.O
2004;EFII.O
2005;EFII.O
2007;EFII.O
2008;EFII.O
2009;EFII.O
2011;EFII.O
2012;EFII.O
2014;EFII.O
2016;EFII.O
1998;SGU
1999;SGU
2000;SGU
2001;SGU
2002;SGU
2003;SGU
2004;SGU
2005;SGU
2006;SGU
2007;SGU
2008;SGU
2009;SGU
2010;SGU
2011;SGU
2012;SGU
2013;SGU
2014;SGU
2015;SGU
2016;SGU
2001;HCHC.K
2002;HCHC.K
2004;HCHC.K
2006;HCHC.K
2007;HCHC.K
2008;HCHC.K
2009;HCHC.K
2010;HCHC.K
2011;HCHC.K
2012;HCHC.K
2014;HCHC.K
2015;HCHC.K
1998;APA
1999;APA
2013;APA
2014;APA
2015;APA
1999;CMCO.O
2000;CMCO.O
2006;CMCO.O
2007;CMCO.O
1998;ARLP.O
1999;ARLP.O
2000;ARLP.O
2001;ARLP.O
2002;ARLP.O
2003;ARLP.O
2004;ARLP.O
2005;ARLP.O
2006;ARLP.O
2007;ARLP.O
2008;ARLP.O
2009;ARLP.O
2010;ARLP.O
2011;ARLP.O
2012;ARLP.O
2013;ARLP.O
2015;ARLP.O
2016;ARLP.O
1998;WBS
1999;WBS
2000;WBS
2001;WBS
2003;WBS
2004;WBS
2005;WBS
2006;WBS
2007;WBS
2009;WBS
2011;WBS
2012;WBS
2013;WBS
2014;WBS
2016;WBS
1999;SPG
2000;SPG
2001;SPG
2003;SPG
2004;SPG
2005;SPG
2006;SPG
2007;SPG
2008;SPG
2011;SPG
2012;SPG
2013;SPG
2014;SPG
2016;SPG
2004;WEX
2000;CNO
2001;CNO
2006;CNO
2007;CNO
2008;CNO
2009;CNO
2010;CNO
2011;CNO
2005;FICO.K
2006;FICO.K
2014;FICO.K
2015;FICO.K
2009;ALG
2000;SR
2005;SR
2006;SR
1999;LM
2001;LM
2003;LM
2004;LM
2007;LM
2008;LM
2015;SREV.O
2000;ESE
2001;ESE
2003;ESE
2005;ESE
2006;ESE
2010;ESE
2011;ESE
2010;TRIP.O
2014;TRIP.O
2015;TRIP.O
2005;CTS
2007;CTS
2008;CTS
2011;CTS
2012;CTS
1999;SPH
2004;SPH
2011;SPH
2001;CHK
2008;CHK
2013;CHK
2014;CHK
1999;TG
2000;TG
2001;TG
2002;TG
2003;TG
2004;TG
2005;TG
2006;TG
2011;PFSI.K
2012;PFSI.K
2002;ACC
2003;ACC
2004;ACC
2005;ACC
2008;ACC
2009;ACC
2010;ACC
2011;ACC
2012;ACC
1998;SCHN.O
1999;SCHN.O
2000;SCHN.O
2008;SCHN.O
2013;SCHN.O
2010;BLKB.O
2014;BLKB.O
2015;BLKB.O
1999;HAE
2000;HAE
2002;HAE
1998;AVB
2001;AVB
2002;AVB
2003;AVB
2004;AVB
2005;AVB
2006;AVB
2007;AVB
2008;AVB
2009;AVB
2010;AVB
2011;AVB
2012;AVB
2001;TMK
2011;TMK
2000;HIBB.O
2002;HIBB.O
2003;HIBB.O
2002;CNMD.O
2005;CNMD.O
2006;CNMD.O
2007;CNMD.O
2008;CNMD.O
1998;FSS
1999;FSS
2002;FSS
2003;FSS
2004;FSS
2005;FSS
2006;FSS
2007;FSS
2008;FSS
2009;FSS
2010;FSS
2011;FSS
2013;FSS
2014;FSS
1998;NYCB.K
1999;NYCB.K
2000;NYCB.K
2001;NYCB.K
2002;NYCB.K
2003;NYCB.K
2004;NYCB.K
2005;NYCB.K
2006;NYCB.K
2008;NYCB.K
2016;NYCB.K
2001;TILE.O
2002;TILE.O
2003;TILE.O
2005;TILE.O
2006;TILE.O
2010;TILE.O
2011;TILE.O
2016;TILE.O
2001;CMP
2002;CMP
2003;CMP
2004;CMP
2002;KBAL.O
2003;KBAL.O
2004;KBAL.O
2005;KBAL.O
2012;KBAL.O
2013;KBAL.O
2014;KBAL.O
2006;HURN.O
2007;HURN.O
2008;HURN.O
2009;HURN.O
2010;HURN.O
2013;HURN.O
2014;HURN.O
2011;OIS
2012;OIS
2013;OIS
2013;AAOI.O
2014;AAOI.O
1999;PRFT.O
2002;PRFT.O
2005;PRFT.O
2008;PRFT.O
1999;PB
2000;PB
2001;PB
2002;PB
2003;PB
2004;PB
2005;PB
2006;PB
2007;PB
2008;PB
2009;PB
2010;PB
2011;PB
2012;PB
2013;PB
2014;PB
2015;PB
2007;ATSG.O
2008;ATSG.O
1999;EWBC.O
2000;EWBC.O
2001;EWBC.O
2002;EWBC.O
2003;EWBC.O
2004;EWBC.O
2005;EWBC.O
2006;EWBC.O
2007;EWBC.O
2008;EWBC.O
2009;EWBC.O
2010;EWBC.O
2013;EWBC.O
2014;EWBC.O
2015;EWBC.O
2016;EWBC.O
2001;BKE
2002;BKE
1999;CHFC.O
2000;CHFC.O
2001;CHFC.O
2002;CHFC.O
2003;CHFC.O
2009;CHFC.O
2012;CHFC.O
2013;CHFC.O
2014;CHFC.O
2015;CHFC.O
2004;USPH.K
2005;USPH.K
2007;USPH.K
2008;USPH.K
2011;USPH.K
2014;USPH.K
2015;USPH.K
2002;UFI
2003;UFI
2004;UFI
2005;UFI
1998;KEG
2000;KEG
2007;KEG
2008;KEG
2009;KEG
2010;KEG
2011;KEG
2001;MPAA.O
2002;MPAA.O
2003;MPAA.O
2004;MPAA.O
2011;MPAA.O
2012;MPAA.O
2000;AMN
2001;AMN
1999;CLF
2000;CLF
2001;CLF
2003;CLF
2013;CLF
2014;CLF
1998;OPY
1999;OPY
2000;OPY
2002;OPY
2003;OPY
2005;OPY
2006;OPY
2008;OPY
2009;OPY
2014;OPY
2015;OPY
2000;POR
2001;POR
1998;SSD
1999;SSD
2000;SSD
2001;SSD
2002;SSD
2003;SSD
2004;SSD
2005;SSD
2006;SSD
2007;SSD
2008;SSD
2009;SSD
2012;SSD
2007;CF
2008;CF
2000;NSP
2001;NSP
2002;NSP
2001;KTOS.O
2002;KTOS.O
2003;KTOS.O
2004;KTOS.O
2005;KTOS.O
2006;KTOS.O
2007;KTOS.O
2013;KTOS.O
2014;KTOS.O
2007;AOSL.O
2008;AOSL.O
2013;AOSL.O
2012;TSQ
2013;TSQ
1998;TRMK.O
1999;TRMK.O
2000;TRMK.O
2003;TRMK.O
2005;TRMK.O
2006;TRMK.O
2007;TRMK.O
2008;TRMK.O
2010;TRMK.O
2011;TRMK.O
2012;TRMK.O
2013;TRMK.O
2008;AAWW.O
2002;AOI
2003;AOI
2004;AOI
2013;AOI
2014;AOI
2002;XRM
2003;XRM
2005;XRM
2014;XRM
2015;XRM
1998;VLY
1999;VLY
2000;VLY
2001;VLY
2003;VLY
2004;VLY
2007;VLY
2008;VLY
2011;VLY
2013;VLY
2014;VLY
2015;VLY
2016;VLY
2015;CVLT.O
2016;CVLT.O
2000;CME.O
2001;CME.O
2004;CME.O
2005;CME.O
2014;TMST.K
2015;TMST.K
2005;STON.K
2009;STON.K
2014;STON.K
2015;STON.K
2015;NTNX.O
2016;NTNX.O
1998;ONB.O
1999;ONB.O
2001;ONB.O
2002;ONB.O
2003;ONB.O
2004;ONB.O
2004;LANC.O
2005;LANC.O
2006;LANC.O
2011;LANC.O
2012;LANC.O
1999;MANH.O
2002;MANH.O
2003;MANH.O
2002;KALU.O
2003;KALU.O
2010;KALU.O
2006;PLPC.O
2007;PLPC.O
2002;TXRH.O
2003;TXRH.O
2000;BKH
2001;BKH
2002;BKH
2003;BKH
2004;BKH
2005;BKH
2006;BKH
2007;BKH
2008;BKH
2010;BKH
2012;BKH
2015;BKH
2016;BKH
2012;VRA.O
1998;SUI
1999;SUI
2000;SUI
2001;SUI
2002;SUI
2003;SUI
2005;SUI
2006;SUI
2007;SUI
2008;SUI
2009;SUI
1998;SSB.O
1999;SSB.O
2000;SSB.O
2001;SSB.O
2002;SSB.O
2003;SSB.O
2004;SSB.O
2005;SSB.O
2006;SSB.O
2007;SSB.O
2008;SSB.O
2009;SSB.O
2010;SSB.O
2011;SSB.O
2012;SSB.O
2013;SSB.O
2014;SSB.O
2015;SSB.O
2016;SSB.O
1999;IBOC.O
2001;IBOC.O
2005;IBOC.O
2007;IBOC.O
2009;IBOC.O
2010;IBOC.O
2000;EQR
2001;EQR
2002;EQR
2003;EQR
2004;EQR
2005;EQR
2006;EQR
2007;EQR
2008;EQR
2009;EQR
2010;EQR
2011;EQR
2012;EQR
2013;EQR
2016;EQR
1998;HRB
1999;HRB
2000;HRB
2002;HRB
2003;HRB
2004;HRB
2005;HRB
2006;HRB
2007;HRB
2009;HRB
2010;HRB
2003;VIAV.O
2007;VIAV.O
2008;VIAV.O
2010;VIAV.O
2011;VIAV.O
2013;VIAV.O
2014;VIAV.O
2015;VIAV.O
2016;VIAV.O
2015;TNET.K
2007;MTRN.K
2006;CTRN.O
2015;ICTPU.PK
2016;ICTPU.PK
2013;THO.TO
2004;BGS
2001;DDD
2004;DDD
2005;DDD
2015;DDD
1998;EOG
1999;EOG
2002;EOG
2003;EOG
2006;CODI.K
2007;CODI.K
2009;CODI.K
2010;CODI.K
2011;CODI.K
2013;CODI.K
2014;CODI.K
2015;CODI.K
1999;RGA
2000;RGA
2001;RGA
2002;RGA
2003;RGA
2004;RGA
2005;RGA
2006;RGA
2007;RGA
2008;RGA
2009;RGA
2010;RGA
2011;RGA
2012;RGA
2013;RGA
2014;RGA
2015;RGA
2016;RGA
1998;SFNC.O
2014;NXEO.O
2015;NXEO.O
2016;NXEO.O
1998;DXLG.O
1999;DXLG.O
2000;DXLG.O
2001;DXLG.O
2002;DXLG.O
2003;DXLG.O
2010;DXLG.O
2011;DXLG.O
1999;BSET.O
2000;BSET.O
2005;BSET.O
2006;BSET.O
2002;NP
2003;NP
2004;NP
2005;NP
2006;NP
2007;NP
2008;NP
2013;NP
2014;NP
2013;EVH
2014;EVH
2004;MWA
2009;MWA
2010;MWA
2012;MWA
2013;MWA
2014;MWA
2015;MWA
1999;CBU
2000;CBU
2001;CBU
2002;CBU
2000;KFRC.O
2004;KFRC.O
2006;KFRC.O
2007;KFRC.O
2010;KFRC.O
2011;KFRC.O
2012;KFRC.O
2013;KFRC.O
1998;LDL
1999;LDL
2001;LDL
2006;LDL
2007;LDL
2009;LDL
2010;LDL
1998;TTI
1999;TTI
2002;TTI
2005;TTI
2006;TTI
1998;DCO
2000;DCO
2001;DCO
2012;DCO
2013;DCO
1999;RDI.O
2003;RDI.O
2004;RDI.O
2005;RDI.O
1998;BMRN.O
1999;BMRN.O
2000;BMRN.O
2001;BMRN.O
2003;BMRN.O
2004;BMRN.O
2005;BMRN.O
1998;SIRI.O
1999;SIRI.O
2000;SIRI.O
2001;SIRI.O
2002;SIRI.O
2003;SIRI.O
2004;SIRI.O
2005;SIRI.O
2006;SIRI.O
2007;SIRI.O
2008;SIRI.O
2009;SIRI.O
2010;SIRI.O
2011;SIRI.O
2012;SIRI.O
2013;SIRI.O
2014;SIRI.O
2015;SIRI.O
2016;SIRI.O
2002;PFSW.O
2003;PFSW.O
2009;PFSW.O
2012;PAYC.K
2013;PAYC.K
1998;ALXN.O
1999;ALXN.O
2000;ALXN.O
2001;ALXN.O
2002;ALXN.O
2003;ALXN.O
2004;ALXN.O
2005;ALXN.O
2006;ALXN.O
2007;ALXN.O
2008;ALXN.O
2009;ALXN.O
2010;ALXN.O
2011;ALXN.O
2012;ALXN.O
2013;ALXN.O
2014;ALXN.O
2015;ALXN.O
2008;HILI.PK
2012;HILI.PK
2013;HILI.PK
2014;HILI.PK
2015;HILI.PK
2010;CVGW.O
2012;CVGW.O
2013;CVGW.O
2014;CVGW.O
2000;ATRO.O
2001;ATRO.O
2004;ATRO.O
2001;DXPE.O
2005;DXPE.O
2005;CUBE.K
2006;CUBE.K
2007;CUBE.K
2008;CUBE.K
2009;CUBE.K
2010;CUBE.K
2011;CUBE.K
2012;CUBE.K
2015;GCP
2016;GCP
1998;HMSY.O
1999;HMSY.O
2003;HMSY.O
2004;HMSY.O
2004;SHOO.O
2005;SHOO.O
2001;JCOM.O
1999;OKE
2000;OKE
2001;OKE
2003;OKE
2004;OKE
2005;OKE
2012;OKE
2001;RBBN.O
2002;RBBN.O
2004;RBBN.O
2005;RBBN.O
1998;SIVB.O
1999;SIVB.O
2001;SIVB.O
2002;SIVB.O
2003;SIVB.O
2004;SIVB.O
2005;SIVB.O
2006;SIVB.O
2007;SIVB.O
2008;SIVB.O
2009;SIVB.O
2010;SIVB.O
2011;SIVB.O
2012;SIVB.O
2013;SIVB.O
2014;SIVB.O
2015;SIVB.O
2016;SIVB.O
1998;MAA
1999;MAA
2000;MAA
2001;MAA
2002;MAA
2005;MAA
2006;MAA
2007;MAA
2008;MAA
2009;MAA
2010;MAA
2011;MAA
2012;MAA
2015;MAA
2000;OGE
2001;OGE
2002;OGE
2003;OGE
2004;OGE
2004;MYGN.O
2005;MYGN.O
2006;MYGN.O
2007;MYGN.O
2015;MYGN.O
2012;PINC.O
2003;NUVA.O
2005;ZUMZ.O
2006;ZUMZ.O
2014;NGL
2016;NGL
1999;NR
2003;NR
2004;NR
2006;NR
2007;NR
2011;NR
2012;NR
2001;KAI
2002;KAI
2003;KAI
2015;KAI
1998;UBSI.O
1999;UBSI.O
2000;UBSI.O
2001;UBSI.O
2002;UBSI.O
2003;UBSI.O
2004;UBSI.O
2006;UBSI.O
2010;UBSI.O
2013;UBSI.O
2014;UBSI.O
2015;UBSI.O
2016;UBSI.O
2005;BX
2006;BX
2007;BX
2008;BX
2009;BX
2010;BX
2011;BX
2012;BX
2013;BX
2014;BX
1998;GBCI.O
1999;GBCI.O
2000;GBCI.O
2001;GBCI.O
2002;GBCI.O
2003;GBCI.O
2004;GBCI.O
2005;GBCI.O
2006;GBCI.O
2007;GBCI.O
2009;GBCI.O
2011;GBCI.O
2012;GBCI.O
2013;GBCI.O
2016;GBCI.O
2005;OMCL.O
2008;OMCL.O
2009;OMCL.O
2015;OMCL.O
2015;SQ
1998;CMD
2003;CMD
2004;CMD
1998;SPAR.O
1999;SPAR.O
2006;SPAR.O
2007;SPAR.O
2009;SPAR.O
2013;VSLR.K
2003;TOWN.O
2004;TOWN.O
2005;TOWN.O
2006;TOWN.O
2007;TOWN.O
2008;TOWN.O
2009;TOWN.O
2011;TOWN.O
2013;TOWN.O
2014;TOWN.O
2015;TOWN.O
2016;TOWN.O
1998;VSEC.O
1999;VSEC.O
2002;VSEC.O
2010;VSEC.O
2011;VSEC.O
1998;MRO
2000;MRO
2001;MRO
2002;MRO
2007;MRO
2009;MRO
2010;MRO
2012;MRO
2013;MRO
2015;MRO
2016;MRO
1998;VRTX.O
1999;VRTX.O
2000;VRTX.O
2001;VRTX.O
2002;VRTX.O
2012;VRTX.O
2013;VRTX.O
2014;VRTX.O
2001;FHB.O
2002;FHB.O
2003;FHB.O
2015;FHB.O
2004;SSYS.O
2002;NC
2010;NC
2011;NC
2015;NC
2016;NC
2007;DXCM.O
2008;DXCM.O
1998;NIHD.O
1999;NIHD.O
2000;NIHD.O
2001;NIHD.O
2002;NIHD.O
2007;NIHD.O
2008;NIHD.O
2011;NIHD.O
2012;NIHD.O
2013;NIHD.O
2014;NIHD.O
2000;AKRX.O
2001;AKRX.O
2011;AKRX.O
2014;AKRX.O
2003;UCTT.O
1998;NBL
1999;NBL
2001;NBL
2002;NBL
2010;NBL
2011;NBL
1998;GATX.K
1999;GATX.K
2000;GATX.K
2002;GATX.K
2003;GATX.K
2004;GATX.K
2005;GATX.K
2010;GATX.K
2011;GATX.K
2015;PRLB.K
2003;CKH
2010;CKH
2011;CKH
2012;CKH
2015;CKH
2016;CKH
1998;SIGI.O
2001;SIGI.O
2002;SIGI.O
2003;SIGI.O
2004;SIGI.O
2005;SIGI.O
2007;SIGI.O
2008;SIGI.O
2009;SIGI.O
2011;SIGI.O
2012;SIGI.O
2013;SIGI.O
2014;SIGI.O
2015;SIGI.O
2016;SIGI.O
2000;CDE
2001;CDE
2004;CDE
2005;CDE
2007;CDE
2008;CDE
2009;CDE
2014;CDE
2015;CDE
2016;CDE
2014;VPG
2002;VHI
2003;VHI
2015;VHI
2016;VHI
2000;NL
2001;NL
2002;NL
2003;NL
2010;NL
2011;NL
2004;SGC.O
2006;SGC.O
2000;NEU
2005;NEU
2006;NEU
1998;MSTR.O
1999;MSTR.O
2000;MSTR.O
2001;MSTR.O
2002;MSTR.O
2003;MSTR.O
2004;MSTR.O
2005;MSTR.O
2006;MSTR.O
2007;MSTR.O
2008;MSTR.O
2009;MSTR.O
2010;MSTR.O
2011;MSTR.O
2012;MSTR.O
2014;MSTR.O
2015;MSTR.O
2016;MSTR.O
1998;GLIBA.O
2008;GLIBA.O
2007;FIBK.O
2008;FIBK.O
2009;FIBK.O
2012;FIBK.O
2013;FIBK.O
2016;FIBK.O
2008;HNFSA.PK
2010;HNFSA.PK
2013;HNFSA.PK
2014;HNFSA.PK
1998;EXP
1999;EXP
2000;EXP
2001;EXP
2016;VSM
2011;FUN
1998;EBF
1999;EBF
2014;EBF
2015;EBF
2010;UCBI.O
2011;UCBI.O
1999;BOH
2001;BOH
2002;BOH
2004;BOH
2007;BOH
2008;BOH
2009;BOH
2014;BOH
2016;BOH
2004;RICK.O
2009;RICK.O
2010;RICK.O
2014;RICK.O
2015;RICK.O
2005;NGLS_pa.K
2006;NGLS_pa.K
2007;NGLS_pa.K
2008;NGLS_pa.K
2009;NGLS_pa.K
1998;COLB.O
1999;COLB.O
2001;COLB.O
2002;COLB.O
2003;COLB.O
